ts,epoch,gpu_util,engine_state,engine_jiff,engine_thr
00:36:45,1790181405,36,R,239744,333
00:36:46,1790181406,36,R,239935,333
00:36:47,1790181407,36,R,240125,333
00:36:48,1790181408,36,R,240315,333
00:36:49,1790181409,36,R,240503,333
00:36:50,1790181410,36,R,240691,333
00:36:51,1790181411,36,R,240878,333
00:36:52,1790181412,36,R,241063,333
00:36:53,1790181413,36,R,241247,333
00:36:54,1790181414,36,R,241422,333
00:36:55,1790181415,36,R,241579,333
00:36:56,1790181416,36,R,241717,333
00:36:57,1790181417,36,R,241854,333
00:36:58,1790181418,36,R,241991,333
00:36:59,1790181419,36,R,242128,333
00:37:00,1790181420,36,R,242266,333
00:37:01,1790181421,36,S,242311,333
00:37:02,1790181422,36,S,242349,333
00:37:03,1790181423,36,R,242388,333
00:37:04,1790181424,36,R,242426,333
00:37:05,1790181425,36,S,242469,333
00:37:06,1790181426,36,S,242506,333
00:37:07,1790181427,36,S,242543,333
00:37:08,1790181428,36,S,242579,333
00:37:09,1790181429,36,S,242617,333
00:37:10,1790181430,36,S,242651,333
00:37:11,1790181431,36,S,242685,333
00:37:12,1790181432,36,S,242719,333
00:37:13,1790181433,36,S,242753,333
00:37:14,1790181434,36,S,242787,333
00:37:15,1790181435,36,S,242822,333
00:37:16,1790181436,36,S,242856,333
00:37:17,1790181437,36,S,242891,333
00:37:18,1790181438,36,S,242926,333
00:37:19,1790181439,36,S,242960,333
00:37:20,1790181440,36,R,243028,333
00:37:21,1790181441,36,R,243159,333
00:37:22,1790181442,36,R,243290,333
00:37:23,1790181443,36,R,243421,333
00:37:24,1790181444,36,R,243552,333
00:37:25,1790181445,36,R,243683,333
00:37:26,1790181446,36,R,243813,333
00:37:27,1790181447,36,R,243945,333
00:37:28,1790181448,36,R,244075,333
00:37:29,1790181449,36,R,244206,333
00:37:30,1790181450,36,R,244337,333
00:37:31,1790181451,36,R,244468,333
00:37:32,1790181452,36,R,244598,333
00:37:33,1790181453,36,R,244730,333
00:37:34,1790181454,36,R,244862,333
00:37:35,1790181455,36,R,244993,333
00:37:36,1790181456,36,R,245123,333
00:37:37,1790181457,36,R,245254,333
00:37:38,1790181458,36,R,245385,333
00:37:39,1790181459,36,R,245516,333
00:37:40,1790181460,36,R,245646,333
00:37:41,1790181461,36,R,245777,333
00:37:42,1790181462,36,R,245908,333
00:37:43,1790181463,36,R,246039,333
00:37:44,1790181464,36,R,246169,333
00:37:45,1790181465,36,R,246301,333
00:37:46,1790181466,36,R,246431,333
00:37:47,1790181467,36,R,246562,333
00:37:48,1790181468,36,R,246693,333
00:37:49,1790181469,36,R,246824,333
00:37:50,1790181470,36,R,246955,333
00:37:51,1790181471,36,R,247086,333
00:37:52,1790181472,36,R,247216,333
00:37:53,1790181473,36,R,247348,333
00:37:54,1790181474,36,R,247478,333
00:37:55,1790181475,36,R,247608,333
00:37:56,1790181476,36,R,247739,333
00:37:57,1790181477,36,R,247870,333
00:37:58,1790181478,36,R,248000,333
00:37:59,1790181479,36,R,248131,333
00:38:00,1790181480,36,R,248261,333
00:38:01,1790181481,36,R,248392,333
00:38:02,1790181482,36,R,248524,333
00:38:03,1790181483,36,R,248680,333
00:38:04,1790181484,36,R,248816,333
00:38:05,1790181485,36,R,248952,333
00:38:06,1790181486,36,R,249103,333
00:38:07,1790181487,36,R,249242,333
00:38:08,1790181488,36,R,249379,333
00:38:09,1790181489,36,R,249515,333
00:38:10,1790181490,36,R,249651,333
00:38:11,1790181491,36,R,249787,333
00:38:12,1790181492,36,R,249924,333
00:38:13,1790181493,36,R,250061,333
00:38:14,1790181494,36,R,250197,333
00:38:15,1790181495,36,R,250334,333
00:38:16,1790181496,36,R,250470,333
00:38:17,1790181497,36,R,250606,333
00:38:18,1790181498,36,R,250743,333
00:38:19,1790181499,36,R,250879,333
00:38:20,1790181500,36,R,251016,333
00:38:21,1790181501,36,R,251152,333
00:38:22,1790181502,36,R,251282,333
00:38:23,1790181503,36,R,251413,333
00:38:24,1790181504,36,R,251543,333
00:38:25,1790181505,36,S,251674,333
00:38:26,1790181506,36,R,251804,333
00:38:27,1790181507,36,R,251936,333
00:38:28,1790181508,36,R,252066,333
00:38:29,1790181509,36,R,252197,333
00:38:30,1790181510,36,R,252327,333
00:38:31,1790181511,36,R,252458,333
00:38:32,1790181512,36,R,252588,333
00:38:33,1790181513,36,R,252718,333
00:38:34,1790181514,36,R,252849,333
00:38:35,1790181515,36,R,252979,333
00:38:36,1790181516,36,R,253109,333
00:38:37,1790181517,36,R,253239,333
00:38:38,1790181518,36,R,253370,333
00:38:39,1790181519,36,R,253500,333
00:38:40,1790181520,36,R,253631,333
00:38:41,1790181521,36,R,253761,333
00:38:42,1790181522,36,R,253892,333
00:38:43,1790181523,36,R,254022,333
00:38:44,1790181524,36,R,254153,333
00:38:45,1790181525,36,R,254283,333
00:38:46,1790181526,36,R,254414,333
00:38:47,1790181527,36,R,254544,333
00:38:48,1790181528,36,R,254675,333
00:38:49,1790181529,36,R,254805,333
00:38:50,1790181530,36,R,254936,333
00:38:51,1790181531,36,R,255066,333
00:38:52,1790181532,36,R,255197,333
00:38:53,1790181533,36,R,255327,333
00:38:54,1790181534,36,R,255458,333
00:38:55,1790181535,36,R,255589,333
00:38:56,1790181536,36,R,255719,333
00:38:57,1790181537,36,R,255850,333
00:38:58,1790181538,36,R,255983,333
00:38:59,1790181539,36,R,256115,333
00:39:00,1790181540,36,R,256245,333
00:39:01,1790181541,36,R,256376,333
00:39:02,1790181542,36,R,256506,333
00:39:03,1790181543,36,R,256636,333
00:39:04,1790181544,36,R,256792,333
00:39:05,1790181545,36,R,256929,333
00:39:06,1790181546,36,R,257066,333
00:39:07,1790181547,36,R,257202,333
00:39:08,1790181548,36,R,257337,333
00:39:09,1790181549,36,R,257474,333
00:39:10,1790181550,36,R,257610,333
00:39:11,1790181551,36,R,257747,333
00:39:12,1790181552,36,R,257883,333
00:39:13,1790181553,36,R,258019,333
00:39:14,1790181554,36,R,258156,333
00:39:15,1790181555,36,R,258291,333
00:39:16,1790181556,36,R,258428,333
00:39:17,1790181557,36,R,258564,333
00:39:18,1790181558,36,R,258700,333
00:39:19,1790181559,36,R,258837,333
00:39:20,1790181560,36,R,258973,333
00:39:21,1790181561,36,R,259110,333
00:39:22,1790181562,36,R,259246,333
00:39:23,1790181563,36,R,259378,333
00:39:24,1790181564,36,R,259508,333
00:39:25,1790181565,36,R,259639,333
00:39:26,1790181566,36,R,259770,333
00:39:27,1790181567,36,R,259900,333
00:39:28,1790181568,36,R,260032,333
00:39:29,1790181569,36,R,260162,333
00:39:30,1790181570,36,R,260293,333
00:39:31,1790181571,36,R,260424,333
00:39:32,1790181572,36,R,260554,333
00:39:33,1790181573,36,R,260686,333
00:39:34,1790181574,36,R,260817,333
00:39:35,1790181575,36,R,260948,333
00:39:36,1790181576,36,R,261079,333
00:39:37,1790181577,36,R,261210,333
00:39:38,1790181578,36,R,261339,333
00:39:39,1790181579,36,R,261471,333
00:39:40,1790181580,36,R,261602,333
00:39:41,1790181581,36,R,261733,333
00:39:42,1790181582,36,R,261863,333
00:39:43,1790181583,36,R,261994,333
00:39:44,1790181584,36,R,262125,333
00:39:45,1790181585,36,R,262257,333
00:39:46,1790181586,36,R,262387,333
00:39:47,1790181587,36,R,262518,333
00:39:48,1790181588,36,R,262649,333
00:39:49,1790181589,36,R,262780,333
00:39:50,1790181590,36,R,262910,333
00:39:51,1790181591,36,R,263042,333
00:39:52,1790181592,36,R,263172,333
00:39:53,1790181593,36,R,263303,333
00:39:54,1790181594,36,R,263435,333
00:39:55,1790181595,36,R,263565,333
00:39:56,1790181596,36,R,263696,333
00:39:57,1790181597,36,R,263827,333
00:39:58,1790181598,36,R,263958,333
00:39:59,1790181599,36,R,264088,333
00:40:00,1790181600,36,R,264219,333
00:40:01,1790181601,36,R,264350,333
00:40:02,1790181602,36,R,264480,333
00:40:03,1790181603,36,R,264611,333
00:40:04,1790181604,36,R,264742,333
00:40:05,1790181605,36,R,264896,333
00:40:06,1790181606,36,R,265035,333
00:40:07,1790181607,36,R,265171,333
00:40:08,1790181608,36,R,265308,333
00:40:09,1790181609,36,R,265443,333
00:40:10,1790181610,36,R,265579,333
00:40:11,1790181611,36,R,265715,333
00:40:12,1790181612,36,R,265852,333
00:40:13,1790181613,36,R,265989,333
00:40:14,1790181614,36,R,266125,333
00:40:15,1790181615,36,R,266261,333
00:40:16,1790181616,36,R,266397,333
00:40:17,1790181617,36,R,266533,333
00:40:18,1790181618,36,R,266670,333
00:40:19,1790181619,36,R,266806,333
00:40:20,1790181620,36,R,266942,333
00:40:21,1790181621,36,R,267079,333
00:40:22,1790181622,36,R,267215,333
00:40:23,1790181623,36,R,267362,333
00:40:24,1790181624,36,R,267498,333
00:40:25,1790181625,36,R,267628,333
00:40:26,1790181626,36,R,267759,333
00:40:27,1790181627,36,R,267889,333
00:40:28,1790181628,36,R,268020,333
00:40:29,1790181629,36,R,268150,333
00:40:30,1790181630,36,R,268280,333
00:40:31,1790181631,36,R,268410,333
00:40:32,1790181632,36,R,268540,333
00:40:33,1790181633,36,R,268671,333
00:40:34,1790181634,36,R,268801,333
00:40:35,1790181635,36,R,268932,333
00:40:36,1790181636,36,R,269062,333
00:40:37,1790181637,36,R,269192,333
00:40:38,1790181638,36,R,269323,333
00:40:39,1790181639,36,R,269453,333
00:40:40,1790181640,36,R,269585,333
00:40:41,1790181641,36,R,269715,333
00:40:42,1790181642,36,R,269845,333
00:40:43,1790181643,36,R,269976,333
00:40:44,1790181644,36,R,270107,333
00:40:45,1790181645,36,R,270238,333
00:40:46,1790181646,36,R,270368,333
00:40:47,1790181647,36,R,270499,333
00:40:48,1790181648,36,R,270629,333
00:40:49,1790181649,36,R,270760,333
00:40:50,1790181650,36,R,270891,333
00:40:51,1790181651,36,R,271021,333
00:40:52,1790181652,36,R,271154,333
00:40:53,1790181653,36,R,271284,333
00:40:54,1790181654,36,R,271415,333
00:40:55,1790181655,36,R,271547,333
00:40:56,1790181656,36,R,271678,333
00:40:57,1790181657,36,R,271811,333
00:40:58,1790181658,36,R,271943,333
00:40:59,1790181659,36,R,272072,333
00:41:00,1790181660,36,R,272202,333
00:41:01,1790181661,36,R,272333,333
00:41:02,1790181662,36,R,272464,333
00:41:03,1790181663,36,R,272594,333
00:41:04,1790181664,36,R,272725,333
00:41:05,1790181665,36,R,272855,333
00:41:06,1790181666,36,R,272985,333
00:41:07,1790181667,36,R,273116,333
00:41:08,1790181668,36,R,273247,333
00:41:09,1790181669,36,R,273379,333
00:41:10,1790181670,36,S,273408,333
00:41:11,1790181671,36,S,273434,333
00:41:12,1790181672,36,S,273464,333
00:41:13,1790181673,36,S,273491,333
00:41:14,1790181674,36,S,273516,333
00:41:15,1790181675,36,S,273540,333
00:41:16,1790181676,36,S,273564,333
00:41:17,1790181677,36,S,273589,333
00:41:18,1790181678,36,S,273613,333
00:41:19,1790181679,36,S,273637,333
00:41:20,1790181680,36,S,273661,333
00:41:21,1790181681,36,S,273685,333
00:41:22,1790181682,36,S,273711,333
00:41:23,1790181683,36,S,273735,333
00:41:24,1790181684,36,S,273760,333
00:41:25,1790181685,36,S,273784,333
00:41:26,1790181686,36,S,273811,333
00:41:27,1790181687,36,S,273836,333
00:41:28,1790181688,36,S,273860,333
00:41:29,1790181689,36,S,273886,333
00:41:30,1790181690,36,S,273911,333
00:41:31,1790181691,36,S,273936,333
00:41:32,1790181692,36,S,273961,333
00:41:33,1790181693,36,S,273987,333
00:41:34,1790181694,36,S,274011,333
00:41:35,1790181695,36,S,274036,333
00:41:36,1790181696,36,S,274061,333
00:41:37,1790181697,36,S,274086,333
00:41:38,1790181698,36,S,274110,333
00:41:39,1790181699,36,S,274137,333
00:41:40,1790181700,36,S,274161,333
00:41:41,1790181701,36,S,274186,333
00:41:42,1790181702,36,S,274211,333
00:41:43,1790181703,36,S,274235,333
00:41:44,1790181704,36,S,274260,333
00:41:45,1790181705,36,S,274284,333
00:41:46,1790181706,36,S,274310,333
00:41:47,1790181707,36,S,274334,333
00:41:48,1790181708,36,S,274359,333
00:41:49,1790181709,36,S,274384,333
00:41:50,1790181710,36,S,274408,333
00:41:51,1790181711,36,S,274434,333
00:41:52,1790181712,36,S,274458,333
00:41:53,1790181713,36,S,274483,333
00:41:54,1790181714,36,S,274508,333
00:41:55,1790181715,36,S,274533,333
00:41:56,1790181716,36,S,274557,333
00:41:57,1790181717,36,S,274581,333
00:41:58,1790181718,36,S,274606,333
00:41:59,1790181719,36,S,274632,333
00:42:00,1790181720,36,S,274656,333
00:42:01,1790181721,36,S,274679,333
00:42:02,1790181722,36,S,274704,333
00:42:03,1790181723,36,S,274729,333
00:42:04,1790181724,36,S,274753,333
00:42:05,1790181725,36,S,274778,333
00:42:06,1790181726,36,S,274804,333
00:42:07,1790181727,36,S,274829,333
00:42:08,1790181728,36,S,274856,333
00:42:09,1790181729,36,S,274882,333
00:42:10,1790181730,36,S,274908,333
00:42:11,1790181731,36,S,274934,333
00:42:12,1790181732,36,S,274960,333
00:42:13,1790181733,36,S,274986,333
00:42:14,1790181734,36,R,275163,333
00:42:15,1790181735,36,R,275356,333
00:42:16,1790181736,36,R,275547,333
00:42:17,1790181737,36,R,275739,333
00:42:18,1790181738,36,R,275929,333
00:42:19,1790181739,36,R,276118,333
00:42:20,1790181740,36,R,276308,333
00:42:21,1790181741,36,R,276497,333
00:42:22,1790181742,36,R,276684,333
00:42:23,1790181743,36,R,276869,333
00:42:24,1790181744,36,R,277050,333
00:42:25,1790181745,36,R,277217,333
00:42:26,1790181746,36,R,277362,333
00:42:27,1790181747,36,R,277500,333
00:42:28,1790181748,36,R,277637,333
00:42:29,1790181749,36,R,277775,333
00:42:30,1790181750,36,R,277913,333
00:42:31,1790181751,36,R,278047,333
00:42:32,1790181752,36,R,278178,333
00:42:33,1790181753,36,R,278310,333
00:42:34,1790181754,36,R,278441,333
00:42:35,1790181755,36,R,278573,333
00:42:36,1790181756,36,R,278704,333
00:42:37,1790181757,36,R,278835,333
00:42:38,1790181758,36,R,278967,333
00:42:39,1790181759,36,R,279099,333
00:42:40,1790181760,36,R,279229,333
00:42:41,1790181761,36,R,279360,333
00:42:42,1790181762,36,R,279492,333
00:42:43,1790181763,36,R,279623,333
00:42:44,1790181764,36,R,279753,333
00:42:45,1790181765,36,R,279884,333
00:42:46,1790181766,36,R,280015,333
00:42:47,1790181767,36,R,280146,333
00:42:48,1790181768,36,R,280277,333
00:42:49,1790181769,36,R,280409,333
00:42:50,1790181770,36,R,280540,333
00:42:51,1790181771,36,R,280672,333
00:42:52,1790181772,36,R,280802,333
00:42:53,1790181773,36,R,280932,333
00:42:54,1790181774,36,R,281064,333
00:42:55,1790181775,36,R,281194,333
00:42:56,1790181776,36,R,281325,333
00:42:57,1790181777,36,R,281457,333
00:42:58,1790181778,36,R,281587,333
00:42:59,1790181779,36,R,281719,333
00:43:00,1790181780,36,R,281849,333
00:43:01,1790181781,36,R,281979,333
00:43:02,1790181782,36,R,282110,333
00:43:03,1790181783,36,R,282242,333
00:43:04,1790181784,36,R,282373,333
00:43:05,1790181785,36,R,282504,333
00:43:06,1790181786,36,R,282635,333
00:43:07,1790181787,36,R,282767,333
00:43:08,1790181788,36,R,282898,333
00:43:09,1790181789,36,R,283029,333
00:43:10,1790181790,36,R,283159,333
00:43:11,1790181791,36,R,283290,333
00:43:12,1790181792,36,R,283421,333
00:43:13,1790181793,36,R,283568,333
00:43:14,1790181794,36,R,283713,333
00:43:15,1790181795,36,R,283850,333
00:43:16,1790181796,36,R,283989,333
00:43:17,1790181797,36,R,284140,333
00:43:18,1790181798,36,R,284276,333
00:43:19,1790181799,36,R,284414,333
00:43:20,1790181800,36,R,284550,333
00:43:21,1790181801,36,R,284687,333
00:43:22,1790181802,36,R,284824,333
00:43:23,1790181803,36,R,284959,333
00:43:24,1790181804,36,R,285096,333
00:43:25,1790181805,36,R,285233,333
00:43:26,1790181806,36,R,285371,333
00:43:27,1790181807,36,R,285507,333
00:43:28,1790181808,36,R,285644,333
00:43:29,1790181809,36,R,285780,333
00:43:30,1790181810,36,R,285918,333
00:43:31,1790181811,36,R,286054,333
00:43:32,1790181812,36,R,286187,333
00:43:33,1790181813,36,R,286317,333
00:43:34,1790181814,36,R,286448,333
00:43:35,1790181815,36,R,286579,333
00:43:36,1790181816,36,R,286710,333
00:43:37,1790181817,36,R,286842,333
00:43:38,1790181818,36,R,286972,333
00:43:39,1790181819,36,R,287104,333
00:43:40,1790181820,36,R,287235,333
00:43:41,1790181821,36,R,287366,333
00:43:42,1790181822,36,R,287496,333
00:43:43,1790181823,36,R,287626,333
00:43:44,1790181824,36,R,287758,333
00:43:45,1790181825,36,R,287888,333
00:43:46,1790181826,36,R,288018,333
00:43:47,1790181827,36,R,288149,333
00:43:48,1790181828,36,R,288280,333
00:43:49,1790181829,36,R,288410,333
00:43:50,1790181830,36,R,288540,333
00:43:51,1790181831,36,R,288671,333
00:43:52,1790181832,36,R,288802,333
00:43:53,1790181833,36,R,288932,333
00:43:54,1790181834,36,R,289063,333
00:43:55,1790181835,36,R,289194,333
00:43:56,1790181836,36,R,289325,333
00:43:57,1790181837,36,R,289456,333
00:43:58,1790181838,36,R,289586,333
00:43:59,1790181839,36,R,289716,333
00:44:00,1790181840,36,R,289848,333
00:44:01,1790181841,36,R,289979,333
00:44:02,1790181842,36,R,290109,333
00:44:03,1790181843,36,R,290241,333
00:44:04,1790181844,36,R,290371,333
00:44:05,1790181845,36,R,290502,333
00:44:06,1790181846,36,R,290632,333
00:44:07,1790181847,36,R,290763,333
00:44:08,1790181848,36,R,290893,333
00:44:09,1790181849,36,R,291023,333
00:44:10,1790181850,36,R,291154,333
00:44:11,1790181851,36,R,291285,333
00:44:12,1790181852,36,R,291415,333
00:44:13,1790181853,36,R,291545,333
00:44:14,1790181854,36,R,291692,333
00:44:15,1790181855,36,R,291838,333
00:44:16,1790181856,36,R,291975,333
00:44:17,1790181857,36,R,292112,333
00:44:18,1790181858,36,R,292248,333
00:44:19,1790181859,36,R,292386,333
00:44:20,1790181860,36,R,292521,333
00:44:21,1790181861,36,R,292658,333
00:44:22,1790181862,36,R,292794,333
00:44:23,1790181863,36,R,292931,333
00:44:24,1790181864,36,R,293068,333
00:44:25,1790181865,36,R,293205,333
00:44:26,1790181866,36,R,293341,333
00:44:27,1790181867,36,R,293478,333
00:44:28,1790181868,36,R,293615,333
00:44:29,1790181869,36,R,293751,333
00:44:30,1790181870,36,R,293888,333
00:44:31,1790181871,36,R,294025,333
00:44:32,1790181872,36,R,294161,333
00:44:33,1790181873,36,R,294296,333
00:44:34,1790181874,36,R,294426,333
00:44:35,1790181875,36,R,294557,333
00:44:36,1790181876,36,R,294687,333
00:44:37,1790181877,36,R,294818,333
00:44:38,1790181878,36,R,294948,333
00:44:39,1790181879,36,R,295079,333
00:44:40,1790181880,36,R,295209,333
00:44:41,1790181881,36,R,295339,333
00:44:42,1790181882,36,R,295471,333
00:44:43,1790181883,36,R,295601,333
00:44:44,1790181884,36,R,295731,333
00:44:45,1790181885,36,R,295862,333
00:44:46,1790181886,36,R,295993,333
00:44:47,1790181887,36,R,296123,333
00:44:48,1790181888,36,R,296254,333
00:44:49,1790181889,36,R,296385,333
00:44:50,1790181890,36,R,296516,333
00:44:51,1790181891,36,R,296647,333
00:44:52,1790181892,36,R,296779,333
00:44:53,1790181893,36,R,296910,333
00:44:54,1790181894,36,R,297039,333
00:44:55,1790181895,36,R,297169,333
00:44:56,1790181896,36,R,297301,333
00:44:57,1790181897,36,R,297433,333
00:44:58,1790181898,36,R,297563,333
00:44:59,1790181899,36,R,297694,333
00:45:00,1790181900,36,R,297824,333
00:45:01,1790181901,36,R,297956,333
00:45:02,1790181902,36,R,298086,333
00:45:03,1790181903,36,R,298218,333
00:45:04,1790181904,36,R,298349,333
00:45:05,1790181905,36,R,298480,333
00:45:06,1790181906,36,R,298611,333
00:45:07,1790181907,36,R,298741,333
00:45:08,1790181908,36,R,298871,333
00:45:09,1790181909,36,R,299002,333
00:45:10,1790181910,36,R,299132,333
00:45:11,1790181911,36,R,299264,333
00:45:12,1790181912,36,R,299393,333
00:45:13,1790181913,36,R,299524,333
00:45:14,1790181914,36,R,299655,333
00:45:15,1790181915,36,R,299796,333
00:45:16,1790181916,36,R,299943,333
00:45:17,1790181917,36,R,300080,333
00:45:18,1790181918,36,R,300216,333
00:45:19,1790181919,36,R,300352,333
00:45:20,1790181920,36,R,300488,333
00:45:21,1790181921,36,R,300624,333
00:45:22,1790181922,36,R,300760,333
00:45:23,1790181923,36,R,300896,333
00:45:24,1790181924,36,R,301033,333
00:45:25,1790181925,36,R,301169,333
00:45:26,1790181926,36,R,301306,333
00:45:27,1790181927,36,R,301442,333
00:45:28,1790181928,36,R,301578,333
00:45:29,1790181929,36,R,301715,333
00:45:30,1790181930,36,R,301851,333
00:45:31,1790181931,36,R,301989,333
00:45:32,1790181932,36,R,302126,333
00:45:33,1790181933,36,R,302264,333
00:45:34,1790181934,36,R,302413,333
00:45:35,1790181935,36,R,302545,333
00:45:36,1790181936,36,R,302674,333
00:45:37,1790181937,36,R,302806,333
00:45:38,1790181938,36,R,302936,333
00:45:39,1790181939,36,R,303068,333
00:45:40,1790181940,36,R,303199,333
00:45:41,1790181941,36,R,303330,333
00:45:42,1790181942,36,R,303460,333
00:45:43,1790181943,36,R,303589,333
00:45:44,1790181944,36,R,303720,333
00:45:45,1790181945,36,R,303849,333
00:45:46,1790181946,36,R,303980,333
00:45:47,1790181947,36,R,304110,333
00:45:48,1790181948,36,R,304241,333
00:45:49,1790181949,36,R,304371,333
00:45:50,1790181950,36,R,304502,333
00:45:51,1790181951,36,R,304632,333
00:45:52,1790181952,36,R,304763,333
00:45:53,1790181953,36,R,304893,333
00:45:54,1790181954,36,R,305023,333
00:45:55,1790181955,36,R,305154,333
00:45:56,1790181956,36,R,305285,333
00:45:57,1790181957,36,R,305416,333
00:45:58,1790181958,36,R,305546,333
00:45:59,1790181959,36,R,305677,333
00:46:00,1790181960,36,R,305807,333
00:46:01,1790181961,36,R,305938,333
00:46:02,1790181962,36,R,306069,333
00:46:03,1790181963,36,R,306200,333
00:46:04,1790181964,36,R,306330,333
00:46:05,1790181965,36,R,306462,333
00:46:06,1790181966,36,R,306592,333
00:46:07,1790181967,36,R,306722,333
00:46:08,1790181968,36,R,306853,333
00:46:09,1790181969,36,R,306983,333
00:46:10,1790181970,36,R,307114,333
00:46:11,1790181971,36,R,307245,333
00:46:12,1790181972,36,R,307375,333
00:46:13,1790181973,36,R,307506,333
00:46:14,1790181974,36,R,307636,333
00:46:15,1790181975,36,R,307768,333
00:46:16,1790181976,36,R,307903,333
00:46:17,1790181977,36,R,308041,333
00:46:18,1790181978,36,R,308180,333
00:46:19,1790181979,36,R,308320,333
00:46:20,1790181980,36,S,308407,333
00:46:21,1790181981,36,S,308437,333
00:46:22,1790181982,36,S,308472,333
00:46:23,1790181983,36,S,308504,333
00:46:24,1790181984,36,S,308536,333
00:46:25,1790181985,36,S,308566,333
00:46:26,1790181986,36,S,308597,333
00:46:27,1790181987,36,S,308627,333
00:46:28,1790181988,36,S,308658,333
00:46:29,1790181989,36,S,308687,333
00:46:30,1790181990,36,S,308717,333
00:46:31,1790181991,36,S,308748,333
00:46:32,1790181992,36,S,308778,333
00:46:33,1790181993,36,S,308809,333
00:46:34,1790181994,36,S,308840,333
00:46:35,1790181995,36,S,308871,333
00:46:36,1790181996,36,S,308901,333
00:46:37,1790181997,36,S,308931,333
00:46:38,1790181998,36,S,308961,333
