ts,epoch,gpu_util,apiserver_state,apiserver_jiff,apiserver_thr,engine_state,engine_jiff,engine_thr
00:15:56,1790180156,36,S,10096,150,R,131772,333
00:15:57,1790180157,36,S,10103,150,R,131907,333
00:15:58,1790180158,36,S,10109,150,R,132042,333
00:15:59,1790180159,36,R,10115,150,R,132177,333
00:16:00,1790180160,36,S,10121,150,R,132312,333
00:16:01,1790180161,36,R,10128,150,R,132448,333
00:16:02,1790180162,36,S,10134,150,R,132582,333
00:16:03,1790180163,36,S,10140,150,R,132718,333
00:16:04,1790180164,36,S,10146,150,R,132853,333
00:16:05,1790180165,36,S,10152,150,R,132988,333
00:16:06,1790180166,36,S,10159,150,R,133122,333
00:16:07,1790180167,36,S,10165,150,R,133257,333
00:16:08,1790180168,36,S,10171,150,R,133392,333
00:16:09,1790180169,36,S,10178,150,R,133527,333
00:16:10,1790180170,36,S,10183,150,R,133661,333
00:16:11,1790180171,36,S,10189,150,R,133796,333
00:16:12,1790180172,36,S,10195,150,R,133931,333
00:16:13,1790180173,36,S,10202,150,R,134066,333
00:16:14,1790180174,36,S,10208,150,R,134200,333
00:16:15,1790180175,36,S,10214,150,R,134335,333
00:16:16,1790180176,36,S,10221,150,R,134469,333
00:16:17,1790180177,36,S,10226,150,R,134604,333
00:16:18,1790180178,36,S,10232,150,R,134739,333
00:16:19,1790180179,36,S,10239,150,R,134873,333
00:16:20,1790180180,36,S,10245,150,R,135008,333
00:16:21,1790180181,36,S,10251,150,R,135142,333
00:16:22,1790180182,36,S,10257,150,R,135277,333
00:16:23,1790180183,36,S,10263,150,R,135412,333
00:16:24,1790180184,36,S,10270,150,R,135546,333
00:16:25,1790180185,36,S,10276,150,R,135681,333
00:16:26,1790180186,36,S,10282,150,R,135815,333
00:16:27,1790180187,36,S,10289,150,R,135950,333
00:16:28,1790180188,36,S,10294,150,R,136085,333
00:16:29,1790180189,36,S,10301,150,R,136219,333
00:16:30,1790180190,36,S,10307,150,R,136353,333
00:16:31,1790180191,36,S,10313,150,R,136487,333
00:16:32,1790180192,36,S,10324,150,R,136643,333
00:16:33,1790180193,36,S,10332,150,R,136783,333
00:16:34,1790180194,36,S,10343,150,R,136922,333
00:16:35,1790180195,36,S,10351,150,R,137061,333
00:16:36,1790180196,36,S,10360,150,R,137200,333
00:16:37,1790180197,36,S,10368,150,R,137340,333
00:16:38,1790180198,36,S,10376,150,R,137478,333
00:16:39,1790180199,36,S,10385,150,R,137617,333
00:16:40,1790180200,36,S,10393,150,R,137756,333
00:16:41,1790180201,36,S,10401,150,R,137895,333
00:16:42,1790180202,36,S,10410,150,R,138034,333
00:16:43,1790180203,36,S,10418,150,R,138173,333
00:16:44,1790180204,36,S,10426,150,R,138312,333
00:16:45,1790180205,36,S,10434,150,R,138451,333
00:16:46,1790180206,36,S,10443,150,R,138591,333
00:16:47,1790180207,36,S,10451,150,R,138730,333
00:16:48,1790180208,36,S,10460,150,R,138870,333
00:16:49,1790180209,36,S,10468,150,R,139008,333
00:16:50,1790180210,36,S,10476,150,R,139147,333
00:16:51,1790180211,36,S,10481,150,R,139285,333
00:16:52,1790180212,36,S,10488,150,R,139421,333
00:16:53,1790180213,36,S,10494,150,R,139556,333
00:16:54,1790180214,36,S,10501,150,R,139691,333
00:16:55,1790180215,36,S,10507,150,R,139826,333
00:16:56,1790180216,36,S,10515,150,R,139961,333
00:16:57,1790180217,36,S,10521,150,R,140097,333
00:16:58,1790180218,36,S,10527,150,R,140233,333
00:16:59,1790180219,36,S,10534,150,R,140368,333
00:17:00,1790180220,36,S,10540,150,R,140503,333
00:17:01,1790180221,36,S,10547,150,R,140638,333
00:17:02,1790180222,36,S,10554,150,R,140773,333
00:17:03,1790180223,36,S,10560,150,R,140909,333
00:17:04,1790180224,36,S,10568,150,R,141044,333
00:17:05,1790180225,36,S,10574,150,R,141179,333
00:17:06,1790180226,36,S,10580,150,R,141314,333
00:17:07,1790180227,36,S,10587,150,R,141449,333
00:17:08,1790180228,36,S,10594,150,R,141583,333
00:17:09,1790180229,36,R,10600,150,R,141719,333
00:17:10,1790180230,36,S,10606,150,R,141853,333
00:17:11,1790180231,36,S,10612,150,R,141989,333
00:17:12,1790180232,36,S,10619,150,R,142123,333
00:17:13,1790180233,36,S,10626,150,R,142258,333
00:17:14,1790180234,36,S,10632,150,R,142392,333
00:17:15,1790180235,36,S,10639,150,R,142527,333
00:17:16,1790180236,36,S,10646,150,R,142662,333
00:17:17,1790180237,36,S,10652,150,R,142798,333
00:17:18,1790180238,36,S,10658,150,R,142933,333
00:17:19,1790180239,36,S,10665,150,R,143068,333
00:17:20,1790180240,36,S,10671,150,R,143203,333
00:17:21,1790180241,36,S,10678,150,R,143339,333
00:17:22,1790180242,36,S,10684,150,R,143474,333
00:17:23,1790180243,36,S,10690,150,R,143608,333
00:17:24,1790180244,36,S,10696,150,R,143744,333
00:17:25,1790180245,36,S,10703,150,R,143877,333
00:17:26,1790180246,36,S,10709,150,R,144012,333
00:17:27,1790180247,36,S,10716,150,R,144147,333
00:17:28,1790180248,36,S,10722,150,R,144281,333
00:17:29,1790180249,36,S,10728,150,R,144416,333
00:17:30,1790180250,36,S,10734,150,R,144549,333
00:17:31,1790180251,36,S,10741,150,R,144685,333
00:17:32,1790180252,36,S,10747,150,R,144820,333
00:17:33,1790180253,36,S,10756,150,R,144972,333
00:17:34,1790180254,36,S,10767,150,R,145125,333
00:17:35,1790180255,36,S,10778,150,R,145265,333
00:17:36,1790180256,36,S,10787,150,R,145404,333
00:17:37,1790180257,36,S,10796,150,R,145544,333
00:17:38,1790180258,36,S,10805,150,R,145684,333
00:17:39,1790180259,36,S,10817,150,R,145824,333
00:17:40,1790180260,36,S,10826,150,R,145965,333
00:17:41,1790180261,36,S,10835,150,R,146105,333
00:17:42,1790180262,36,S,10845,150,R,146245,333
00:17:43,1790180263,36,S,10853,150,R,146384,333
00:17:44,1790180264,36,S,10863,150,R,146524,333
00:17:45,1790180265,36,S,10873,150,R,146663,333
00:17:46,1790180266,36,S,10882,150,R,146803,333
00:17:47,1790180267,36,S,10891,150,R,146942,333
00:17:48,1790180268,36,S,10900,150,R,147082,333
00:17:49,1790180269,36,S,10911,150,R,147221,333
00:17:50,1790180270,36,S,10919,150,R,147360,333
00:17:51,1790180271,36,S,10930,150,R,147499,333
00:17:52,1790180272,36,S,10937,150,R,147650,333
00:17:53,1790180273,36,S,10943,150,R,147786,333
00:17:54,1790180274,36,S,10949,150,R,147920,333
00:17:55,1790180275,36,S,10956,150,R,148055,333
00:17:56,1790180276,36,S,10961,150,R,148190,333
00:17:57,1790180277,36,S,10968,150,R,148325,333
00:17:58,1790180278,36,R,10974,150,R,148460,333
00:17:59,1790180279,36,S,10980,150,R,148594,333
00:18:00,1790180280,36,R,10987,150,R,148729,333
00:18:01,1790180281,36,S,10993,150,R,148865,333
00:18:02,1790180282,36,S,11000,150,R,149000,333
00:18:03,1790180283,36,S,11006,150,R,149136,333
00:18:04,1790180284,36,S,11012,150,R,149271,333
00:18:05,1790180285,36,S,11018,150,R,149406,333
00:18:06,1790180286,36,S,11025,150,R,149542,333
00:18:07,1790180287,36,S,11032,150,R,149677,333
00:18:08,1790180288,36,S,11038,150,R,149812,333
00:18:09,1790180289,36,S,11046,150,R,149947,333
00:18:10,1790180290,36,S,11052,150,R,150080,333
00:18:11,1790180291,36,S,11059,150,R,150214,333
00:18:12,1790180292,36,S,11065,150,R,150349,333
00:18:13,1790180293,36,S,11073,150,R,150483,333
00:18:14,1790180294,36,S,11079,150,R,150618,333
00:18:15,1790180295,36,S,11086,150,R,150754,333
00:18:16,1790180296,36,S,11093,150,R,150889,333
00:18:17,1790180297,36,S,11099,150,R,151024,333
00:18:18,1790180298,36,S,11106,150,R,151159,333
00:18:19,1790180299,36,S,11112,150,R,151294,333
00:18:20,1790180300,36,S,11118,150,R,151430,333
00:18:21,1790180301,36,S,11125,150,R,151565,333
00:18:22,1790180302,36,S,11131,150,R,151700,333
00:18:23,1790180303,36,R,11138,150,R,151836,333
00:18:24,1790180304,36,S,11144,150,R,151970,333
00:18:25,1790180305,36,S,11150,150,R,152104,333
00:18:26,1790180306,36,S,11156,150,R,152239,333
00:18:27,1790180307,36,S,11163,150,R,152374,333
00:18:28,1790180308,36,S,11169,150,R,152508,333
00:18:29,1790180309,36,S,11175,150,R,152644,333
00:18:30,1790180310,36,S,11182,150,R,152778,333
00:18:31,1790180311,36,S,11187,150,R,152913,333
00:18:32,1790180312,36,S,11194,150,R,153048,333
00:18:33,1790180313,36,S,11200,150,R,153182,333
00:18:34,1790180314,36,S,11206,150,R,153317,333
00:18:35,1790180315,36,S,11213,150,R,153452,333
00:18:36,1790180316,36,R,11219,150,R,153588,333
00:18:37,1790180317,36,S,11226,150,R,153724,333
00:18:38,1790180318,36,S,11230,150,S,153807,333
00:18:39,1790180319,36,S,11230,150,S,153838,333
00:18:40,1790180320,36,S,11230,150,S,153864,333
00:18:41,1790180321,36,S,11230,150,S,153895,333
00:18:42,1790180322,36,S,11230,150,S,153926,333
00:18:43,1790180323,36,S,11230,150,S,153957,333
00:18:44,1790180324,36,S,11230,150,S,153988,333
00:18:45,1790180325,36,S,11230,150,S,154018,333
00:18:46,1790180326,36,S,11230,150,S,154048,333
00:18:47,1790180327,36,S,11230,150,S,154078,333
00:18:48,1790180328,36,S,11230,150,S,154109,333
00:18:49,1790180329,36,S,11230,150,S,154140,333
00:18:50,1790180330,36,S,11231,150,S,154170,333
00:18:51,1790180331,36,S,11231,150,S,154201,333
00:18:52,1790180332,36,S,11231,150,S,154230,333
00:18:53,1790180333,36,S,11231,150,S,154260,333
00:18:54,1790180334,36,S,11231,150,S,154290,333
00:18:55,1790180335,36,S,11231,150,S,154321,333
00:18:56,1790180336,36,S,11232,150,S,154350,333
